C:maj,I
C:maj,I
D:min,II
D:min,II
F:maj,IV
G:maj,V
G:maj,V
C:maj,I
C:maj,I
C:maj,I
D:min,II
D:min,II
F:maj,IV
G:maj,V
G:maj,V
C:maj,I
F:maj/5,IV
C:maj,I
C:maj,I
F:maj/3,IV
G:maj/3,V
C:maj,I
F:maj/5,IV
C:maj,I
C:maj,I
D:min7,II
C:maj/3,I
Bb:maj/5,bVII
F:maj,IV
F:maj,IV
Bb:maj/5,bVII
F:maj,IV
Bb:maj/5,bVII
F:maj,IV
F:maj,IV
G:maj,V
G:maj/3,V
C:maj,I
C:maj,I
C:maj,I
D:min,II
D:min,II
F:maj,IV
G:maj,V
G:maj,V
C:maj,I
C:maj,I
C:maj,I
D:min,II
D:min,II
F:maj,IV
G:maj,V
G:maj,V
C:maj,I
G:min7,V
C:maj/5,I
Bb:maj/5,bVII
F:maj,IV
G:maj,V
C:maj,I
C:maj,I
D:min,II
D:min,II
F:maj,IV
G:maj,V
G:maj,V
C:maj,I
C:maj,I
C:maj,I
D:min,II
D:min,II
F:maj,IV
G:maj,V
G:maj,V
C:maj,I
F:maj/5,IV
C:maj,I
C:maj,I
F:maj/3,IV
G:maj/3,V
C:maj,I
F:maj/5,IV
C:maj,I
C:maj,I
D:min7,II
C:maj/3,I
Bb:maj/5,bVII
F:maj,IV
F:maj,IV
Bb:maj/5,bVII
F:maj,IV
Bb:maj/5,bVII
F:maj,IV
F:maj,IV
G:maj,V
G:maj/3,V
C:maj,I
F:maj/5,IV
C:maj,I
C:maj,I
F:maj/3,IV
G:maj/3,V
C:maj,I
F:maj/5,IV
C:maj,I
C:maj,I
D:min7,II
C:maj/3,I
G:min7,V
C:maj/5,I
Bb:maj/5,bVII
F:maj,IV
G:maj,V
C:maj,I
C:maj,I
D:min,II
D:min,II
F:maj,IV
G:maj,V
G:maj,V
C:maj,I
C:maj,I
C:maj,I
D:min,II
D:min,II
F:maj,IV
G:maj,V
G:maj,V
C:maj,I
F:maj/5,IV
C:maj,I
C:maj,I
F:maj/3,IV
G:maj/3,V
C:maj,I
F:maj/5,IV
C:maj,I
C:maj,I
D:min7,II
C:maj/3,I
Bb:maj/5,bVII
F:maj,IV
F:maj,IV
Bb:maj/5,bVII
F:maj,IV
Bb:maj/5,bVII
F:maj,IV
F:maj,IV
G:maj,V
G:maj/3,V
C:maj,I
F:maj/5,IV
C:maj,I
C:maj,I
F:maj/3,IV
G:maj/3,V
C:maj,I
F:maj/5,IV
C:maj,I
C:maj,I
D:min7,II
C:maj/3,I
G:maj,V
G:maj,V
C:maj,I

E:min,II
F#:min,III
G:maj,IV
A:maj,V
E:min,II
F#:min,III
G:maj,IV
A:maj,V
A:maj,V
G:maj,IV
G:maj,IV
D:maj,I
D:maj,I
G:maj,IV
D:maj,I
A:maj,V
A:maj,V
G:maj,IV
G:maj,IV
D:maj,I
D:maj,I
G:maj,IV
D:maj,I
A:maj,V
A:maj/b7,V
A:maj/13,V
A:maj/5,V
D:maj,I
D:maj,I
F#:min,III
F#:min,III
G:maj,IV
G:maj,IV
E:min,II
F#:maj,III
G:maj,IV
A:maj,V
D:maj,I
D:maj,I
F#:min,III
F#:min,III
G:maj,IV
E:min,II
A:maj6,V
D:maj,I
D:maj,I
G:maj,IV
G:maj,IV
D:maj,I
D:maj,I
G:maj,IV
D:maj,I
A:maj,V
A:maj,V
G:maj,IV
G:maj,IV
D:maj,I
D:maj,I
G:maj,IV
D:maj,I
A:maj,V
A:maj/b7,V
A:maj/13,V
A:maj/5,V
D:maj,I
D:maj,I
F#:min,III
F#:min,III
G:maj,IV
G:maj,IV
E:min,II
F#:maj,III
G:maj,IV
A:maj,V
D:maj,I
D:maj,I
F#:min,III
F#:min,III
G:maj,IV
E:min,II
A:maj6,V
D:maj,I
D:maj,I
G:maj,IV
G:maj,IV
E:min,II
F#:min,III
G:maj,IV
A:maj,V
A:maj,V
A:maj,V
D:maj,I
D:maj,I
F#:min,III
F#:min,III
G:maj,IV
G:maj,IV
E:min,II
F#:maj,III
G:maj,IV
A:maj,V
D:maj,I
D:maj,I
F#:min,III
F#:min,III
G:maj,IV
E:min,II
A:maj6,V
D:maj,I
D:maj,I
F#:min,III
F#:min,III
G:maj,IV
G:maj,IV
E:min,II
F#:maj,III
G:maj,IV
A:maj,V
D:maj,I
D:maj,I
F#:min,III
F#:min,III
G:maj,IV
E:min,II
A:maj6,V
D:maj,I
D:maj,I

Db:min(9),bVII
Db:min(9),bVII
Gb:maj6(b7),bIII
Gb:maj6(b7),bIII
Eb:7,I
Eb:7,I
Eb:7(#9),I
Eb:7(#9),I
Eb:7(#9),I
Eb:7(#9),I
Eb:7(#9),I
Eb:7(#9),I
Eb:7(#9),I
Eb:7(#9),I
Eb:7(#9),I
Eb:7(#9),I
Eb:7(#9),I
Eb:7(#9),I
Ab:7,IV
Ab:7,IV
Ab:7,IV
Ab:7,IV
Eb:7(#9),I
Eb:7(#9),I
Db:maj,bVII
Ab:maj,IV
Eb:7(#9),I
Eb:7(#9),I
Eb:7(#9),I
Eb:7(#9),I
Eb:7(#9),I
Eb:7(#9),I
Eb:7(#9),I
Eb:7(#9),I
Eb:7(#9),I
Eb:7(#9),I
Ab:7,IV
Ab:7,IV
Ab:7,IV
Ab:7,IV
Eb:7(#9),I
Eb:7(#9),I
Db:maj,bVII
Ab:maj,IV
Eb:7(#9),I
Eb:7(#9),I
Eb:7(#9),I
Eb:7(#9),I
Eb:7(#9),I
Eb:7(#9),I
Eb:7(#9),I
Eb:7(#9),I
Db:maj,bVII
Ab:maj,IV
Eb:7(#9),I
Eb:7(#9),I
Db:maj,bVII
Ab:maj,IV
Eb:7(#9),I
Eb:7(#9),I
Eb:7(#9),I
Eb:7(#9),I
Eb:7(#9),I
Eb:7(#9),I
Eb:7(#9),I
Eb:7(#9),I
Eb:7(#9),I
Eb:7(#9),I
Eb:7(#9),I
Eb:7(#9),I

A:min,I
A:min,I
A:min,I
A:min,I
A:min,I
A:min,I
A:min,I
A:min,I
A:min,I
A:min,I
A:min,I
A:min,I
A:min,I
A:min,I
A:min,I
A:min,I
F:maj,bVI
F:maj,bVI
G:maj,bVII
G:maj,bVII
A:min,I
A:min,I
A:min,I
A:min,I
A:min,I
A:min,I
A:min,I
A:min,I
A:min,I
A:min,I
A:min,I
A:min,I
F:maj,bVI
F:maj,bVI
G:maj,bVII
G:maj,bVII
A:min,I
A:min,I
A:min,I
A:min,I
D:min,IV
D:min,IV
C:maj,bIII
F:maj,bVI
G:maj,bVII
E:7,V
A:min,I
A:min,I
D:min,IV
D:min,IV
C:maj,bIII
F:maj,bVI
G:maj,bVII
E:7,V
A:min,I
A:min,I
A:min,I
A:min,I
A:min,I
A:min,I
A:min,I
A:min,I
A:min,I
A:min,I
A:min,I
A:min,I
F:maj,bVI
F:maj,bVI
G:maj,bVII
G:maj,bVII
A:min,I
A:min,I
A:min,I
A:min,I
A:min,I
A:min,I
A:min,I
A:min,I
A:min,I
A:min,I
A:min,I
A:min,I
F:maj,bVI
F:maj,bVI
G:maj,bVII
G:maj,bVII
A:min,I
A:min,I
A:min,I
A:min,I
D:min,IV
D:min,IV
C:maj,bIII
F:maj,bVI
G:maj,bVII
E:7,V
A:min,I
A:min,I
D:min,IV
D:min,IV
C:maj,bIII
F:maj,bVI
G:maj,bVII
E:7,V
A:min,I
A:min,I
A:min,I
A:min,I
D:min,IV
D:min,IV
C:maj,bIII
F:maj,bVI
G:maj,bVII
E:7,V
A:min,I
A:min,I
D:min,IV
D:min,IV
C:maj,bIII
F:maj,bVI
G:maj,bVII
E:7,V
A:min,I
A:min,I
A:min,I
A:min,I
A:min,I
A:min,I

C:maj,I
G:maj/11,V
A:min/b3,VI
G:maj/11,V
C:min7,I
C:min7,I
F:maj,IV
F:maj,IV
C:maj,I
C:maj,I
C:min,I
C:min,I
F:min,IV
F:min,IV
Ab:maj,bVI
Bb:maj,bVII
C:maj(9),I
C:maj(9),I
C:min,I
C:min,I
F:min,IV
F:min,IV
Ab:maj,bVI
Bb:maj,bVII
C:maj(9),I
C:maj(9),I
F:sus2,IV
F:min,IV
G:min7/5,V
F:min9,IV
G:min7/5,V
F:min9,IV
G:min7/5,V
F:min9,IV
F:maj/9,IV
G:maj,V
C:maj,I
G:maj/11,V
A:min/b3,VI
G:maj/11,V
C:min7,I
C:min7,I
F:maj,IV
F:maj,IV
C:maj,I
C:maj,I
C:maj,I
G:maj/11,V
A:min/b3,VI
G:maj/11,V
C:min7,I
C:min7,I
F:maj,IV
F:maj,IV
C:maj,I
C:maj,I
C:min,I
C:min,I
F:min,IV
F:min,IV
Ab:maj,bVI
Bb:maj,bVII
C:maj(9),I
C:maj(9),I
C:min,I
C:min,I
F:min,IV
F:min,IV
Ab:maj,bVI
Bb:maj,bVII
C:maj(9),I
C:maj(9),I
F:sus2,IV
F:min,IV
G:min7/5,V
F:min9,IV
G:min7/5,V
F:min9,IV
G:min7/5,V
F:min9,IV
F:maj/9,IV
G:maj,V
C:maj,I
G:maj/11,V
A:min/b3,VI
G:maj/11,V
C:min7,I
C:min7,I
F:maj,IV
F:maj,IV
C:maj,I
C:maj,I
G:maj/11,V
G:maj/11,V
F:maj,IV
F:maj,IV
A:hdim7/b5,VI
A:hdim7/b5,VI
D:min7,II
G:11,V
C:maj,I
G:maj/11,V
A:min/b3,VI
G:maj/11,V
C:min7,I
C:min7,I
F:maj,IV
F:maj,IV
C:maj,I
C:maj,I
C:maj,I
G:maj/11,V
A:min/b3,VI
G:maj/11,V
C:min7,I
C:min7,I
F:maj,IV
F:maj,IV
C:maj,I
C:maj,I
C:maj,I
G:maj/11,V
A:min/b3,VI
G:maj/11,V
C:min7,I
C:min7,I
F:maj,IV
F:maj,IV
C:maj,I
C:maj,I
C:maj,I
G:maj/11,V
A:min/b3,VI
G:maj/11,V
C:min7,I
C:min7,I
F:maj,IV

Bb:min,VI
Eb:min,II
Gb:maj6,IV
Ab:maj,V
Db:maj,I
Db:maj,I
Gb:maj/5,IV
Ab:maj,V
Db:maj/5,I
Db:maj,I
Gb:maj/5,IV
Ab:maj,V
Gb:maj/9,IV
Ab:maj,V
Db:maj,I
Gb:maj/5,IV
Ab:maj,V
Db:maj/5,I
Bb:min,VI
Bb:min/b7,VI
Gb:maj,IV
Ab:maj,V
Gb:maj,IV
Db:maj,I
Ab:maj,V
Db:maj,I
Db:7,I
Gb:maj,IV
Db:maj,I
Ab:maj,V
Gb:maj,IV
Db:maj,I
Bb:min,VI
Eb:min,II
Gb:maj6,IV
Ab:maj,V
Db:maj,I
Db:maj,I
Gb:maj/5,IV
Ab:maj,V
Db:maj/5,I
Db:maj,I
Gb:maj/5,IV
Ab:maj,V
Gb:maj/9,IV
Ab:maj,V
Db:maj,I
Gb:maj/5,IV
Ab:maj,V
Db:maj/5,I
Bb:min,VI
Bb:min/b7,VI
Gb:maj,IV
Ab:maj,V
Gb:maj,IV
Db:maj,I
Ab:maj,V
Db:maj,I
Db:7,I
Gb:maj,IV
Db:maj,I
Ab:maj,V
Gb:maj,IV
Bb:min,VI
Ab:maj,V
Gb:maj,IV
Db:maj,I
Ab:maj,V
Db:maj,I
Db:7,I
Gb:maj,IV
Db:maj,I
Ab:maj,V
Gb:maj,IV
Db:maj,I

G:maj,I
D:maj,V
G:maj/5,I
D:maj,V
C:maj,IV
D:maj,V
G:maj/5,I
D:maj,V
G:maj,I
D:maj,V
G:maj/5,I
D:maj,V
C:maj,IV
D:maj,V
G:maj/5,I
D:maj,V
G:maj,I
D:maj,V
G:maj/5,I
D:maj,V
C:maj,IV
D:maj,V
G:maj/5,I
D:maj,V
G:maj,I
D:maj,V
G:maj/5,I
D:maj,V
C:maj,IV
D:maj,V
G:maj/5,I
D:maj,V
G:maj,I
D:maj,V
C:maj,IV
E:min,VI
G:maj,I
D:maj,V
C:maj,IV
E:min,VI
A:min,II
B:min,III
E:min,VI
E:min,VI
A:min,II
B:min,III
C:maj,IV
D:maj,V
G:maj,I
D:maj,V
G:maj/5,I
D:maj,V
C:maj,IV
D:maj,V
G:maj/5,I
D:maj,V
G:maj,I
D:maj,V
G:maj/5,I
D:maj,V
C:maj,IV
D:maj,V
G:maj/5,I
D:maj,V
G:maj,I
D:maj,V
C:maj,IV
E:min,VI
G:maj,I
D:maj,V
C:maj,IV
E:min,VI
A:min,II
B:min,III
E:min,VI
E:min,VI
A:min,II
B:min,III
C:maj,IV
D:maj,V
G:maj,I
D:maj,V
G:maj/5,I
D:maj,V
C:maj,IV
D:maj,V
G:maj/5,I
D:maj,V
G:maj,I
D:maj,V
G:maj/5,I
D:maj,V
C:maj,IV
D:maj,V
G:maj/5,I
D#:dim,bVI
E:min,VI
D:maj,V
E:min,VI
D:maj,V
C:maj,IV
E:min,VI
D:maj,V
E:min,VI
D:maj,V
C:maj,IV
C:maj,IV
G:maj,I
D:maj,V
G:maj/5,I
D:maj,V
C:maj,IV
D:maj,V
G:maj/5,I
D:maj,V
G:maj,I
D:maj,V
G:maj/5,I
D:maj,V
C:maj,IV
D:maj,V
G:maj/5,I
D:maj,V
G:maj,I
D:maj,V
G:maj/5,I
D:maj,V
C:maj,IV
D:maj,V
G:maj/5,I
D:maj,V
G:maj,I
D:maj,V
G:maj/5,I
D:maj,V
C:maj,IV
D:maj,V
G:maj/5,I
D:maj,V
A:min,II
B:min,III
E:min,VI
E:min,VI
A:min,II
B:min,III
C:maj,IV
D:maj,V
D:maj,V
G:maj,I
D:maj,V
G:maj/5,I
D:maj,V
C:maj,IV
D:maj,V
G:maj/5,I
D:maj,V
G:maj,I
D:maj,V
G:maj/5,I
D:maj,V
C:maj,IV
D:maj,V
G:maj/5,I
D:maj,V
G:maj,I
D:maj,V
G:maj/5,I
D:maj,V
C:maj,IV
D:maj,V
G:maj/5,I
D:maj,V
G:maj,I
D:maj,V
G:maj/5,I
D:maj,V
C:maj,IV
D:maj,V
G:maj/5,I
D:maj,V
G:maj,I
D:maj,V
G:maj/5,I
D:maj,V
C:maj,IV
D:maj,V
G:maj/5,I
D:maj,V
G:maj,I
D:maj,V
G:maj/5,I
D:maj,V
C:maj,IV
D:maj,V
G:maj/5,I
D:maj,V
G:maj,I
C:maj,IV
G:maj,I
C:maj,IV
G:maj,I
C:maj,IV
G:maj,I

D:maj,V
G:maj,I
G:maj,I
G:maj,I
G:maj,I
G:maj,I
D:maj/3,V
F:maj,bVII
C:maj,IV
G:maj,I
E:min,VI
G:maj7,I
C:maj7,IV
G:maj,I
G:maj,I
D:maj/3,V
F:maj,bVII
C:maj,IV
G:maj,I
E:min,VI
G:maj,I
C:maj,IV
G:maj,I
"B:sus4(b7,9)",III
B:7,III
E:min7,VI
A:sus4(b7),II
A:7,II
D:maj,V
G:maj,I
C:maj,IV
C:maj7,IV
C:maj6,IV
B:min,III
D:maj/b7,V
G:maj,I
D:maj/3,V
F:maj,bVII
C:maj,IV
G:maj,I
E:min,VI
G:maj,I
D:maj7,V
A:maj,II
A:maj,II
E:maj/3,VI
G:maj,I
D:maj,V
A:maj,II
F#:min,VII
A:maj,II
D:maj,V
A:maj,II
"C#:sus4(b7,9)",bV
C#:7,bV
F#:min7,VII
B:sus4(b7),III
B:7,III
E:maj,VI
A:maj,II
D:maj7,V
D:maj6,V
D:maj6,V
C#:min7,bV
D:maj13,V
D:maj13,V
A:maj,II
A:maj/b7,II
F#:min,VII
F:maj,bVII
G:maj,I
A:maj,II

E:maj,I
A:maj,IV
E:maj,I
E:maj,I
A:maj,IV
E:maj,I
E:maj,I
A:maj,IV
E:maj,I
E:maj,I
A:maj,IV
E:maj,I
E:maj,I
A:maj,IV
E:maj,I
E:maj,I
A:maj,IV
E:maj,I
Bb:maj,bV
F:maj,bII
C:maj,bVI
F:maj,bII
Bb:maj,bV
C:maj,bVI
F:maj,bII
Bb:maj,bV
F:maj,bII
C:maj,bVI
F:maj,bII
Bb:maj,bV
G:maj,bIII
C:maj,bVI
E:maj,I
A:maj,IV
D:maj,bVII
A:maj,IV
E:maj,I
A:maj,IV
D:maj,bVII
A:maj,IV
E:maj,I
A:maj,IV
D:maj,bVII
A:maj,IV
E:maj,I
A:maj,IV
D:maj,bVII
A:maj,IV
E:maj,I
A:maj,IV
E:maj,I
E:maj,I
A:maj,IV
E:maj,I
E:maj,I
A:maj,IV
E:maj,I
E:maj,I
A:maj,IV
E:maj,I
E:maj,I
A:maj,IV
E:maj,I
E:maj,I
A:maj,IV
E:maj,I
Bb:maj,bV
F:maj,bII
C:maj,bVI
F:maj,bII
Bb:maj,bV
C:maj,bVI
F:maj,bII
Bb:maj,bV
F:maj,bII
C:maj,bVI
F:maj,bII
Bb:maj,bV
G:maj,bIII
C:maj,bVI
E:maj,I
A:maj,IV
D:maj,bVII
A:maj,IV
E:maj,I
A:maj,IV
D:maj,bVII
A:maj,IV
E:maj,I
A:maj,IV
D:maj,bVII
A:maj,IV
E:maj,I
A:maj,IV
D:maj,bVII
A:maj,IV
B:min,V
B:min,V
G:maj,bIII
G:maj,bIII
B:min,V
B:min,V
G:maj,bIII
G:maj,bIII
E:maj,I
A:maj,IV
E:maj,I
E:maj,I
A:maj,IV
E:maj,I
E:maj,I
A:maj,IV
E:maj,I
E:maj,I
A:maj,IV
E:maj,I
E:maj,I
A:maj,IV
E:maj,I
E:maj,I
A:maj,IV
E:maj,I
Bb:maj,bV
F:maj,bII
C:maj,bVI
F:maj,bII
Bb:maj,bV
C:maj,bVI
F:maj,bII
Bb:maj,bV
F:maj,bII
C:maj,bVI
F:maj,bII
Bb:maj,bV
G:maj,bIII
C:maj,bVI
E:maj,I
A:maj,IV
D:maj,bVII
A:maj,IV
E:maj,I
A:maj,IV
D:maj,bVII
A:maj,IV
E:maj,I
A:maj,IV
D:maj,bVII
A:maj,IV
E:maj,I
A:maj,IV
D:maj,bVII
A:maj,IV
E:maj,I
A:maj,IV
D:maj,bVII
A:maj,IV
E:maj,I
A:maj,IV
D:maj,bVII
A:maj,IV
E:maj,I
A:maj,IV
D:maj,bVII
A:maj,IV
E:maj,I
A:maj,IV
D:maj,bVII
A:maj,IV
E:maj,I
A:maj,IV
D:maj,bVII
A:maj,IV
E:maj,I
A:maj,IV
D:maj,bVII
A:maj,IV
E:maj,I
A:maj,IV
D:maj,bVII
A:maj,IV
E:maj,I
A:maj,IV
D:maj,bVII
A:maj,IV
E:maj,I
A:maj,IV
D:maj,bVII
A:maj,IV
E:maj,I
A:maj,IV
D:maj,bVII
A:maj,IV
E:maj,I
A:maj,IV
D:maj,bVII
A:maj,IV
E:maj,I

A:min,I
D:min/5,IV
A:min,I
D:min/5,IV
A:min,I
D:min/5,IV
A:min,I
D:min/5,IV
A:min,I
D:min/5,IV
A:min,I
D:min/5,IV
A:min,I
D:min/5,IV
A:min,I
D:min/5,IV
A:min,I
D:min/5,IV
A:min,I
D:min/5,IV
A:min,I
D:min/5,IV
A:min,I
D:min/5,IV
G:maj,bVII
C:maj/5,bIII
G:maj,bVII
C:maj/5,bIII
A:min,I
D:min/5,IV
A:min,I
D:min/5,IV
A:min,I
D:min/5,IV
A:min,I
D:min/5,IV
A:min,I
D:min/5,IV
A:min,I
D:min/5,IV
G:maj,bVII
C:maj/5,bIII
G:maj,bVII
C:maj/5,bIII
A:min,I
D:min/5,IV
A:min,I
G:maj,bVII
F:maj,bVI
E:min,V
G:maj,bVII
F:maj,bVI
E:min,V
D:maj,IV
G:maj/5,bVII
D:7,IV
G:maj/5,bVII
A:min,I
D:min/5,IV
A:min,I
D:min/5,IV
A:min,I
D:min/5,IV
A:min,I
D:min/5,IV
A:min,I
D:min/5,IV
A:min,I
D:min/5,IV
A:min,I
D:min/5,IV
A:min,I
D:min/5,IV
G:maj,bVII
C:maj/5,bIII
G:maj,bVII
C:maj/5,bIII
A:min,I
D:min/5,IV
A:min,I
D:min/5,IV
A:min,I
D:min/5,IV
A:min,I
D:min/5,IV
A:min,I
D:min/5,IV
A:min,I
D:min/5,IV
G:maj,bVII
C:maj/5,bIII
G:maj,bVII
C:maj/5,bIII
A:min,I
D:min/5,IV
A:min,I
G:maj,bVII
F:maj,bVI
E:min,V
G:maj,bVII
F:maj,bVI
E:min,V
D:maj,IV
G:maj/5,bVII
D:7,IV
G:maj/5,bVII
D:maj,IV
G:maj/5,bVII
D:7,IV
G:maj/5,bVII
G:maj,bVII
G:maj/b7,bVII
A:min,I
D:min/5,IV
A:min,I
D:min/5,IV
A:min,I
D:min/5,IV
A:min,I
D:min/5,IV
A:min,I
D:min/5,IV
A:min,I
D:min/5,IV
A:min,I
D:min/5,IV
A:min,I
D:min/5,IV
G:maj,bVII
C:maj/5,bIII
G:maj,bVII
C:maj/5,bIII
A:min,I
D:min/5,IV
A:min,I
D:min/5,IV
A:min,I
D:min/5,IV
A:min,I
D:min/5,IV
A:min,I
D:min/5,IV
A:min,I
D:min/5,IV
G:maj,bVII
C:maj/5,bIII
G:maj,bVII
C:maj/5,bIII
A:min,I
D:min/5,IV
A:min,I
G:maj,bVII
F:maj,bVI
E:min,V
G:maj,bVII
F:maj,bVI
E:min,V
D:maj,IV
G:maj/5,bVII
D:7,IV
G:maj/5,bVII
D:maj,IV
G:maj/5,bVII
D:7,IV
G:maj/5,bVII
G:maj,bVII
G:maj/b7,bVII
G:maj/b7,bVII
G:maj/b7,bVII
G:maj,bVII
F:maj,bVI
E:maj,V
G:maj,bVII
F:maj,bVI
E:maj,V
G:maj,bVII
F:maj,bVI
E:maj,V
G:maj,bVII
F:maj,bVI
E:maj,V
G:maj,bVII
F:maj,bVI
E:maj,V
G:maj,bVII
F:maj,bVI
E:maj,V
G:maj,bVII
F:maj,bVI
E:maj,V
G:maj,bVII
F:maj,bVI
E:maj,V
G:maj,bVII
F:maj,bVI
E:maj,V
G:maj,bVII
F:maj,bVI
E:maj,V
G:maj,bVII
F:maj,bVI
E:maj,V

B:maj,I
B:maj,I
B:sus4,I
B:sus4,I
B:maj/5,I
B:maj/5,I
F#:sus4(b7),V
F#:sus4(b7),V
B:maj,I
B:maj,I
F#:maj/3,V
F#:maj/3,V
D#:dim/b5,III
D#:dim/b5,III
E:maj/3,IV
E:maj/3,IV
E:min/b3,IV
E:min/b3,IV
B:maj/5,I
B:maj/5,I
F#:7,V
F#:7,V
F#:7,V
F#:7,V
B:maj,I
B:maj,I
F#:maj/3,V
F#:maj/3,V
D#:dim/b5,III
D#:dim/b5,III
E:maj/3,IV
E:maj/3,IV
E:min/b3,IV
E:min/b3,IV
B:maj/5,I
B:maj/5,I
F#:7,V
F#:7,V
F#:7,V
F#:7,V
D:maj,bIII
G:maj,bVI
C:maj,bII
F#:7,V
B:maj,I
B:maj,I
F#:maj/3,V
F#:maj/3,V
D#:dim/b5,III
D#:dim/b5,III
E:maj/3,IV
E:maj/3,IV
E:min/b3,IV
E:min/b3,IV
B:maj/5,I
B:maj/5,I
F#:7,V
F#:7,V
F#:7,V
F#:7,V
B:maj,I
B:maj,I
F#:maj/3,V
F#:maj/3,V
D#:dim/b5,III
D#:dim/b5,III
E:maj/3,IV
E:maj/3,IV
E:min/b3,IV
E:min/b3,IV
B:maj/5,I
B:maj/5,I
F#:7,V
F#:7,V
F#:7,V
F#:7,V
F#:7,V
F#:7,V
B:maj,I
B:maj,I
F#:maj/3,V
F#:maj/3,V
D#:dim/b5,III
D#:dim/b5,III
E:maj/3,IV
E:maj/3,IV
E:min/b3,IV
E:min/b3,IV
B:maj/5,I
B:maj/5,I

E:7(#9),I
E:7(#9),I
E:7(#9),I
E:7(#9),I
E:7(#9),I
E:7(#9),I
C:maj,bVI
D:maj,bVII
E:7(#9),I
C:maj,bVI
D:maj,bVII
E:7(#9),I
C:maj,bVI
